pK,pL,value
389/1024<=pK<=973/2560,367/640<=pL<=2937/5120, 	Unknown
243/640<=pK<=389/1024,2937/5120<=pL<=1469/2560, 	Unknown
389/1024<=pK<=973/2560,2937/5120<=pL<=1469/2560, 	Unknown
979/2560<=pK<=1959/5120,91/160<=pL<=2913/5120, 	Unknown
1959/5120<=pK<=49/128,91/160<=pL<=2913/5120, 	Unknown
979/2560<=pK<=1959/5120,2913/5120<=pL<=1457/2560, 	Unknown
1959/5120<=pK<=49/128,2913/5120<=pL<=1457/2560, 	Unknown
489/1280<=pK<=1957/5120,1457/2560<=pL<=583/1024, 	Unknown
1957/5120<=pK<=979/2560,1457/2560<=pL<=583/1024, 	Unknown
489/1280<=pK<=1957/5120,583/1024<=pL<=729/1280, 	Unknown
1957/5120<=pK<=979/2560,583/1024<=pL<=729/1280, 	Unknown
979/2560<=pK<=1959/5120,1457/2560<=pL<=583/1024, 	Unknown
1959/5120<=pK<=49/128,1457/2560<=pL<=583/1024, 	Unknown
979/2560<=pK<=1959/5120,583/1024<=pL<=729/1280, 	Unknown
1959/5120<=pK<=49/128,583/1024<=pL<=729/1280, 	Unknown
977/2560<=pK<=391/1024,1459/2560<=pL<=2919/5120, 	Unknown
391/1024<=pK<=489/1280,1459/2560<=pL<=2919/5120, 	Unknown
977/2560<=pK<=391/1024,2919/5120<=pL<=73/128, 	Unknown
391/1024<=pK<=489/1280,2919/5120<=pL<=73/128, 	Unknown
489/1280<=pK<=1957/5120,729/1280<=pL<=2917/5120, 	Unknown
1957/5120<=pK<=979/2560,729/1280<=pL<=2917/5120, 	Unknown
489/1280<=pK<=1957/5120,2917/5120<=pL<=1459/2560, 	Unknown
1957/5120<=pK<=979/2560,2917/5120<=pL<=1459/2560, 	Unknown
489/1280<=pK<=1957/5120,1459/2560<=pL<=2919/5120, 	Unknown
1957/5120<=pK<=979/2560,1459/2560<=pL<=2919/5120, 	Unknown
489/1280<=pK<=1957/5120,2919/5120<=pL<=73/128, 	Unknown
1957/5120<=pK<=979/2560,2919/5120<=pL<=73/128, 	Unknown
49/128<=pK<=1961/5120,91/160<=pL<=2913/5120, 	Unknown
1961/5120<=pK<=981/2560,91/160<=pL<=2913/5120, 	Unknown
49/128<=pK<=1961/5120,2913/5120<=pL<=1457/2560, 	Unknown
1961/5120<=pK<=981/2560,2913/5120<=pL<=1457/2560, 	Unknown
61/160<=pK<=1953/5120,73/128<=pL<=2921/5120, 	Unknown
1953/5120<=pK<=977/2560,73/128<=pL<=2921/5120, 	Unknown
61/160<=pK<=1953/5120,2921/5120<=pL<=1461/2560, 	Unknown
1953/5120<=pK<=977/2560,2921/5120<=pL<=1461/2560, 	Unknown
977/2560<=pK<=391/1024,73/128<=pL<=2921/5120, 	Unknown
391/1024<=pK<=489/1280,73/128<=pL<=2921/5120, 	Unknown
977/2560<=pK<=391/1024,2921/5120<=pL<=1461/2560, 	Unknown
391/1024<=pK<=489/1280,2921/5120<=pL<=1461/2560, 	Unknown
61/160<=pK<=1953/5120,1461/2560<=pL<=2923/5120, 	Unknown
1953/5120<=pK<=977/2560,1461/2560<=pL<=2923/5120, 	Unknown
61/160<=pK<=1953/5120,2923/5120<=pL<=731/1280, 	Unknown
1953/5120<=pK<=977/2560,2923/5120<=pL<=731/1280, 	Unknown
61/160<=pK<=1953/5120,731/1280<=pL<=585/1024, 	Unknown
1953/5120<=pK<=977/2560,731/1280<=pL<=585/1024, 	Unknown
61/160<=pK<=1953/5120,585/1024<=pL<=1463/2560, 	Unknown
1953/5120<=pK<=977/2560,585/1024<=pL<=1463/2560, 	Unknown
959/2560<=pK<=1919/5120,743/1280<=pL<=2973/5120, 	Unknown
1919/5120<=pK<=3/8,743/1280<=pL<=2973/5120, 	Unknown
959/2560<=pK<=1919/5120,2973/5120<=pL<=1487/2560, 	Unknown
1919/5120<=pK<=3/8,2973/5120<=pL<=1487/2560, 	Unknown
959/2560<=pK<=1919/5120,1487/2560<=pL<=595/1024, 	Unknown
1919/5120<=pK<=3/8,1487/2560<=pL<=595/1024, 	Unknown
959/2560<=pK<=1919/5120,595/1024<=pL<=93/160, 	Unknown
1919/5120<=pK<=3/8,595/1024<=pL<=93/160, 	Unknown
957/2560<=pK<=383/1024,1489/2560<=pL<=2979/5120, 	Unknown
383/1024<=pK<=479/1280,1489/2560<=pL<=2979/5120, 	Unknown
957/2560<=pK<=383/1024,2979/5120<=pL<=149/256, 	Unknown
383/1024<=pK<=479/1280,2979/5120<=pL<=149/256, 	Unknown
479/1280<=pK<=1917/5120,93/160<=pL<=2977/5120, 	Unknown
1917/5120<=pK<=959/2560,93/160<=pL<=2977/5120, 	Unknown
479/1280<=pK<=1917/5120,2977/5120<=pL<=1489/2560, 	Unknown
1917/5120<=pK<=959/2560,2977/5120<=pL<=1489/2560, 	Unknown
959/2560<=pK<=1919/5120,93/160<=pL<=2977/5120, 	Unknown
1919/5120<=pK<=3/8,93/160<=pL<=2977/5120, 	Unknown
959/2560<=pK<=1919/5120,2977/5120<=pL<=1489/2560, 	Unknown
1919/5120<=pK<=3/8,2977/5120<=pL<=1489/2560, 	Unknown
479/1280<=pK<=1917/5120,1489/2560<=pL<=2979/5120, 	Unknown
1917/5120<=pK<=959/2560,1489/2560<=pL<=2979/5120, 	Unknown
479/1280<=pK<=1917/5120,2979/5120<=pL<=149/256, 	Unknown
1917/5120<=pK<=959/2560,2979/5120<=pL<=149/256, 	Unknown
957/2560<=pK<=383/1024,149/256<=pL<=2981/5120, 	Unknown
383/1024<=pK<=479/1280,149/256<=pL<=2981/5120, 	Unknown
957/2560<=pK<=383/1024,2981/5120<=pL<=1491/2560, 	Unknown
383/1024<=pK<=479/1280,2981/5120<=pL<=1491/2560, 	Unknown
239/640<=pK<=1913/5120,1491/2560<=pL<=2983/5120, 	Unknown
1913/5120<=pK<=957/2560,1491/2560<=pL<=2983/5120, 	Unknown
239/640<=pK<=1913/5120,2983/5120<=pL<=373/640, 	Unknown
1913/5120<=pK<=957/2560,2983/5120<=pL<=373/640, 	Unknown
957/2560<=pK<=383/1024,1491/2560<=pL<=2983/5120, 	Unknown
383/1024<=pK<=479/1280,1491/2560<=pL<=2983/5120, 	Unknown
957/2560<=pK<=383/1024,2983/5120<=pL<=373/640, 	Unknown
383/1024<=pK<=479/1280,2983/5120<=pL<=373/640, 	Unknown
191/512<=pK<=1911/5120,373/640<=pL<=597/1024, 	Unknown
1911/5120<=pK<=239/640,373/640<=pL<=597/1024, 	Unknown
191/512<=pK<=1911/5120,597/1024<=pL<=1493/2560, 	Unknown
1911/5120<=pK<=239/640,597/1024<=pL<=1493/2560, 	Unknown
191/512<=pK<=1911/5120,1493/2560<=pL<=2987/5120, 	Unknown
1911/5120<=pK<=239/640,1493/2560<=pL<=2987/5120, 	Unknown
191/512<=pK<=1911/5120,2987/5120<=pL<=747/1280, 	Unknown
1911/5120<=pK<=239/640,2987/5120<=pL<=747/1280, 	Unknown
953/2560<=pK<=1907/5120,299/512<=pL<=2991/5120, 	Unknown
1907/5120<=pK<=477/1280,299/512<=pL<=2991/5120, 	Unknown
953/2560<=pK<=1907/5120,2991/5120<=pL<=187/320, 	Unknown
1907/5120<=pK<=477/1280,2991/5120<=pL<=187/320, 	Unknown
477/1280<=pK<=1909/5120,747/1280<=pL<=2989/5120, 	Unknown
1909/5120<=pK<=191/512,747/1280<=pL<=2989/5120, 	Unknown
477/1280<=pK<=1909/5120,2989/5120<=pL<=299/512, 	Unknown
1909/5120<=pK<=191/512,2989/5120<=pL<=299/512, 	Unknown
191/512<=pK<=1911/5120,747/1280<=pL<=2989/5120, 	Unknown
1911/5120<=pK<=239/640,747/1280<=pL<=2989/5120, 	Unknown
191/512<=pK<=1911/5120,2989/5120<=pL<=299/512, 	Unknown
1911/5120<=pK<=239/640,2989/5120<=pL<=299/512, 	Unknown
477/1280<=pK<=1909/5120,299/512<=pL<=2991/5120, 	Unknown
1909/5120<=pK<=191/512,299/512<=pL<=2991/5120, 	Unknown
477/1280<=pK<=1909/5120,2991/5120<=pL<=187/320, 	Unknown
1909/5120<=pK<=191/512,2991/5120<=pL<=187/320, 	Unknown
239/640<=pK<=1913/5120,373/640<=pL<=597/1024, 	Unknown
1913/5120<=pK<=957/2560,373/640<=pL<=597/1024, 	Unknown
239/640<=pK<=1913/5120,597/1024<=pL<=1493/2560, 	Unknown
1913/5120<=pK<=957/2560,597/1024<=pL<=1493/2560, 	Unknown
951/2560<=pK<=1903/5120,1499/2560<=pL<=2999/5120, 	Unknown
1903/5120<=pK<=119/320,1499/2560<=pL<=2999/5120, 	Unknown
951/2560<=pK<=1903/5120,2999/5120<=pL<=75/128, 	Unknown
1903/5120<=pK<=119/320,2999/5120<=pL<=75/128, 	Unknown
95/256<=pK<=1901/5120,75/128<=pL<=3001/5120, 	Unknown
1901/5120<=pK<=951/2560,75/128<=pL<=3001/5120, 	Unknown
95/256<=pK<=1901/5120,3001/5120<=pL<=1501/2560, 	Unknown
1901/5120<=pK<=951/2560,3001/5120<=pL<=1501/2560, 	Unknown
951/2560<=pK<=1903/5120,75/128<=pL<=3001/5120, 	Unknown
1903/5120<=pK<=119/320,75/128<=pL<=3001/5120, 	Unknown
951/2560<=pK<=1903/5120,3001/5120<=pL<=1501/2560, 	Unknown
1903/5120<=pK<=119/320,3001/5120<=pL<=1501/2560, 	Unknown
95/256<=pK<=1901/5120,1501/2560<=pL<=3003/5120, 	Unknown
1901/5120<=pK<=951/2560,1501/2560<=pL<=3003/5120, 	Unknown
95/256<=pK<=1901/5120,3003/5120<=pL<=751/1280, 	Unknown
1901/5120<=pK<=951/2560,3003/5120<=pL<=751/1280, 	Unknown
949/2560<=pK<=1899/5120,751/1280<=pL<=601/1024, 	Unknown
1899/5120<=pK<=95/256,751/1280<=pL<=601/1024, 	Unknown
949/2560<=pK<=1899/5120,601/1024<=pL<=1503/2560, 	Unknown
1899/5120<=pK<=95/256,601/1024<=pL<=1503/2560, 	Unknown
237/640<=pK<=1897/5120,1503/2560<=pL<=3007/5120, 	Unknown
1897/5120<=pK<=949/2560,1503/2560<=pL<=3007/5120, 	Unknown
237/640<=pK<=1897/5120,3007/5120<=pL<=47/80, 	Unknown
1897/5120<=pK<=949/2560,3007/5120<=pL<=47/80, 	Unknown
949/2560<=pK<=1899/5120,1503/2560<=pL<=3007/5120, 	Unknown
1899/5120<=pK<=95/256,1503/2560<=pL<=3007/5120, 	Unknown
949/2560<=pK<=1899/5120,3007/5120<=pL<=47/80, 	Unknown
1899/5120<=pK<=95/256,3007/5120<=pL<=47/80, 	Unknown
95/256<=pK<=1901/5120,751/1280<=pL<=601/1024, 	Unknown
1901/5120<=pK<=951/2560,751/1280<=pL<=601/1024, 	Unknown
95/256<=pK<=1901/5120,601/1024<=pL<=1503/2560, 	Unknown
1901/5120<=pK<=951/2560,601/1024<=pL<=1503/2560, 	Unknown
953/2560<=pK<=1907/5120,187/320<=pL<=2993/5120, 	Unknown
1907/5120<=pK<=477/1280,187/320<=pL<=2993/5120, 	Unknown
953/2560<=pK<=1907/5120,2993/5120<=pL<=1497/2560, 	Unknown
1907/5120<=pK<=477/1280,2993/5120<=pL<=1497/2560, 	Unknown
119/320<=pK<=381/1024,1497/2560<=pL<=599/1024, 	Unknown
381/1024<=pK<=953/2560,1497/2560<=pL<=599/1024, 	Unknown
119/320<=pK<=381/1024,599/1024<=pL<=749/1280, 	Unknown
381/1024<=pK<=953/2560,599/1024<=pL<=749/1280, 	Unknown
953/2560<=pK<=1907/5120,1497/2560<=pL<=599/1024, 	Unknown
1907/5120<=pK<=477/1280,1497/2560<=pL<=599/1024, 	Unknown
953/2560<=pK<=1907/5120,599/1024<=pL<=749/1280, 	Unknown
1907/5120<=pK<=477/1280,599/1024<=pL<=749/1280, 	Unknown
119/320<=pK<=381/1024,749/1280<=pL<=2997/5120, 	Unknown
381/1024<=pK<=953/2560,749/1280<=pL<=2997/5120, 	Unknown
119/320<=pK<=381/1024,2997/5120<=pL<=1499/2560, 	Unknown
381/1024<=pK<=953/2560,2997/5120<=pL<=1499/2560, 	Unknown
119/320<=pK<=381/1024,1499/2560<=pL<=2999/5120, 	Unknown
381/1024<=pK<=953/2560,1499/2560<=pL<=2999/5120, 	Unknown
119/320<=pK<=381/1024,2999/5120<=pL<=75/128, 	Unknown
381/1024<=pK<=953/2560,2999/5120<=pL<=75/128, 	Unknown
943/2560<=pK<=1887/5120,1511/2560<=pL<=3023/5120, 	Unknown
1887/5120<=pK<=59/160,1511/2560<=pL<=3023/5120, 	Unknown
943/2560<=pK<=1887/5120,3023/5120<=pL<=189/320, 	Unknown
1887/5120<=pK<=59/160,3023/5120<=pL<=189/320, 	Unknown
943/2560<=pK<=1887/5120,189/320<=pL<=605/1024, 	Unknown
1887/5120<=pK<=59/160,189/320<=pL<=605/1024, 	Unknown
943/2560<=pK<=1887/5120,605/1024<=pL<=1513/2560, 	Unknown
1887/5120<=pK<=59/160,605/1024<=pL<=1513/2560, 	Unknown
471/1280<=pK<=377/1024,1513/2560<=pL<=3027/5120, 	Unknown
377/1024<=pK<=943/2560,1513/2560<=pL<=3027/5120, 	Unknown
471/1280<=pK<=377/1024,3027/5120<=pL<=757/1280, 	Unknown
377/1024<=pK<=943/2560,3027/5120<=pL<=757/1280, 	Unknown
943/2560<=pK<=1887/5120,1513/2560<=pL<=3027/5120, 	Unknown
1887/5120<=pK<=59/160,1513/2560<=pL<=3027/5120, 	Unknown
943/2560<=pK<=1887/5120,3027/5120<=pL<=757/1280, 	Unknown
1887/5120<=pK<=59/160,3027/5120<=pL<=757/1280, 	Unknown
941/2560<=pK<=1883/5120,757/1280<=pL<=3029/5120, 	Unknown
1883/5120<=pK<=471/1280,757/1280<=pL<=3029/5120, 	Unknown
941/2560<=pK<=1883/5120,3029/5120<=pL<=303/512, 	Unknown
1883/5120<=pK<=471/1280,3029/5120<=pL<=303/512, 	Unknown
941/2560<=pK<=1883/5120,303/512<=pL<=3031/5120, 	Unknown
1883/5120<=pK<=471/1280,303/512<=pL<=3031/5120, 	Unknown
941/2560<=pK<=1883/5120,3031/5120<=pL<=379/640, 	Unknown
1883/5120<=pK<=471/1280,3031/5120<=pL<=379/640, 	Unknown
471/1280<=pK<=377/1024,757/1280<=pL<=3029/5120, 	Unknown
377/1024<=pK<=943/2560,757/1280<=pL<=3029/5120, 	Unknown
471/1280<=pK<=377/1024,3029/5120<=pL<=303/512, 	Unknown
377/1024<=pK<=943/2560,3029/5120<=pL<=303/512, 	Unknown
939/2560<=pK<=1879/5120,759/1280<=pL<=3037/5120, 	Unknown
1879/5120<=pK<=47/128,759/1280<=pL<=3037/5120, 	Unknown
939/2560<=pK<=1879/5120,3037/5120<=pL<=1519/2560, 	Unknown
1879/5120<=pK<=47/128,3037/5120<=pL<=1519/2560, 	Unknown
469/1280<=pK<=1877/5120,1519/2560<=pL<=3039/5120, 	Unknown
1877/5120<=pK<=939/2560,1519/2560<=pL<=3039/5120, 	Unknown
469/1280<=pK<=1877/5120,3039/5120<=pL<=19/32, 	Unknown
1877/5120<=pK<=939/2560,3039/5120<=pL<=19/32, 	Unknown
939/2560<=pK<=1879/5120,1519/2560<=pL<=3039/5120, 	Unknown
1879/5120<=pK<=47/128,1519/2560<=pL<=3039/5120, 	Unknown
939/2560<=pK<=1879/5120,3039/5120<=pL<=19/32, 	Unknown
1879/5120<=pK<=47/128,3039/5120<=pL<=19/32, 	Unknown
47/128<=pK<=1881/5120,379/640<=pL<=3033/5120, 	Unknown
1881/5120<=pK<=941/2560,379/640<=pL<=3033/5120, 	Unknown
47/128<=pK<=1881/5120,3033/5120<=pL<=1517/2560, 	Unknown
1881/5120<=pK<=941/2560,3033/5120<=pL<=1517/2560, 	Unknown
941/2560<=pK<=1883/5120,379/640<=pL<=3033/5120, 	Unknown
1883/5120<=pK<=471/1280,379/640<=pL<=3033/5120, 	Unknown
941/2560<=pK<=1883/5120,3033/5120<=pL<=1517/2560, 	Unknown
1883/5120<=pK<=471/1280,3033/5120<=pL<=1517/2560, 	Unknown
47/128<=pK<=1881/5120,1517/2560<=pL<=607/1024, 	Unknown
1881/5120<=pK<=941/2560,1517/2560<=pL<=607/1024, 	Unknown
47/128<=pK<=1881/5120,607/1024<=pL<=759/1280, 	Unknown
1881/5120<=pK<=941/2560,607/1024<=pL<=759/1280, 	Unknown
47/128<=pK<=1881/5120,759/1280<=pL<=3037/5120, 	Unknown
1881/5120<=pK<=941/2560,759/1280<=pL<=3037/5120, 	Unknown
47/128<=pK<=1881/5120,3037/5120<=pL<=1519/2560, 	Unknown
1881/5120<=pK<=941/2560,3037/5120<=pL<=1519/2560, 	Unknown
947/2560<=pK<=379/1024,301/512<=pL<=3011/5120, 	Unknown
379/1024<=pK<=237/640,301/512<=pL<=3011/5120, 	Unknown
947/2560<=pK<=379/1024,3011/5120<=pL<=753/1280, 	Unknown
379/1024<=pK<=237/640,3011/5120<=pL<=753/1280, 	Unknown
473/1280<=pK<=1893/5120,753/1280<=pL<=3013/5120, 	Unknown
1893/5120<=pK<=947/2560,753/1280<=pL<=3013/5120, 	Unknown
473/1280<=pK<=1893/5120,3013/5120<=pL<=1507/2560, 	Unknown
1893/5120<=pK<=947/2560,3013/5120<=pL<=1507/2560, 	Unknown
947/2560<=pK<=379/1024,753/1280<=pL<=3013/5120, 	Unknown
379/1024<=pK<=237/640,753/1280<=pL<=3013/5120, 	Unknown
947/2560<=pK<=379/1024,3013/5120<=pL<=1507/2560, 	Unknown
379/1024<=pK<=237/640,3013/5120<=pL<=1507/2560, 	Unknown
473/1280<=pK<=1893/5120,1507/2560<=pL<=603/1024, 	Unknown
1893/5120<=pK<=947/2560,1507/2560<=pL<=603/1024, 	Unknown
473/1280<=pK<=1893/5120,603/1024<=pL<=377/640, 	Unknown
1893/5120<=pK<=947/2560,603/1024<=pL<=377/640, 	Unknown
237/640<=pK<=1897/5120,47/80<=pL<=3009/5120, 	Unknown
1897/5120<=pK<=949/2560,47/80<=pL<=3009/5120, 	Unknown
237/640<=pK<=1897/5120,3009/5120<=pL<=301/512, 	Unknown
1897/5120<=pK<=949/2560,3009/5120<=pL<=301/512, 	Unknown
237/640<=pK<=1897/5120,301/512<=pL<=3011/5120, 	Unknown
1897/5120<=pK<=949/2560,301/512<=pL<=3011/5120, 	Unknown
237/640<=pK<=1897/5120,3011/5120<=pL<=753/1280, 	Unknown
1897/5120<=pK<=949/2560,3011/5120<=pL<=753/1280, 	Unknown
189/512<=pK<=1891/5120,377/640<=pL<=3017/5120, 	Unknown
1891/5120<=pK<=473/1280,377/640<=pL<=3017/5120, 	Unknown
189/512<=pK<=1891/5120,3017/5120<=pL<=1509/2560, 	Unknown
1891/5120<=pK<=473/1280,3017/5120<=pL<=1509/2560, 	Unknown
189/512<=pK<=1891/5120,1509/2560<=pL<=3019/5120, 	Unknown
1891/5120<=pK<=473/1280,1509/2560<=pL<=3019/5120, 	Unknown
189/512<=pK<=1891/5120,3019/5120<=pL<=151/256, 	Unknown
1891/5120<=pK<=473/1280,3019/5120<=pL<=151/256, 	Unknown
473/1280<=pK<=1893/5120,377/640<=pL<=3017/5120, 	Unknown
1893/5120<=pK<=947/2560,377/640<=pL<=3017/5120, 	Unknown
473/1280<=pK<=1893/5120,3017/5120<=pL<=1509/2560, 	Unknown
1893/5120<=pK<=947/2560,3017/5120<=pL<=1509/2560, 	Unknown
59/160<=pK<=1889/5120,151/256<=pL<=3021/5120, 	Unknown
1889/5120<=pK<=189/512,151/256<=pL<=3021/5120, 	Unknown
59/160<=pK<=1889/5120,3021/5120<=pL<=1511/2560, 	Unknown
1889/5120<=pK<=189/512,3021/5120<=pL<=1511/2560, 	Unknown
189/512<=pK<=1891/5120,151/256<=pL<=3021/5120, 	Unknown
1891/5120<=pK<=473/1280,151/256<=pL<=3021/5120, 	Unknown
189/512<=pK<=1891/5120,3021/5120<=pL<=1511/2560, 	Unknown
1891/5120<=pK<=473/1280,3021/5120<=pL<=1511/2560, 	Unknown
59/160<=pK<=1889/5120,1511/2560<=pL<=3023/5120, 	Unknown
1889/5120<=pK<=189/512,1511/2560<=pL<=3023/5120, 	Unknown
59/160<=pK<=1889/5120,3023/5120<=pL<=189/320, 	Unknown
1889/5120<=pK<=189/512,3023/5120<=pL<=189/320, 	Unknown
187/512<=pK<=1871/5120,381/640<=pL<=3049/5120, 	Unknown
1871/5120<=pK<=117/320,381/640<=pL<=3049/5120, 	Unknown
187/512<=pK<=1871/5120,3049/5120<=pL<=305/512, 	Unknown
1871/5120<=pK<=117/320,3049/5120<=pL<=305/512, 	Unknown
187/512<=pK<=1871/5120,305/512<=pL<=3051/5120, 	Unknown
1871/5120<=pK<=117/320,305/512<=pL<=3051/5120, 	Unknown
187/512<=pK<=1871/5120,3051/5120<=pL<=763/1280, 	Unknown
1871/5120<=pK<=117/320,3051/5120<=pL<=763/1280, 	Unknown
933/2560<=pK<=1867/5120,1527/2560<=pL<=611/1024, 	Unknown
1867/5120<=pK<=467/1280,1527/2560<=pL<=611/1024, 	Unknown
933/2560<=pK<=1867/5120,611/1024<=pL<=191/320, 	Unknown
1867/5120<=pK<=467/1280,611/1024<=pL<=191/320, 	Unknown
467/1280<=pK<=1869/5120,763/1280<=pL<=3053/5120, 	Unknown
1869/5120<=pK<=187/512,763/1280<=pL<=3053/5120, 	Unknown
467/1280<=pK<=1869/5120,3053/5120<=pL<=1527/2560, 	Unknown
1869/5120<=pK<=187/512,3053/5120<=pL<=1527/2560, 	Unknown
187/512<=pK<=1871/5120,763/1280<=pL<=3053/5120, 	Unknown
1871/5120<=pK<=117/320,763/1280<=pL<=3053/5120, 	Unknown
187/512<=pK<=1871/5120,3053/5120<=pL<=1527/2560, 	Unknown
1871/5120<=pK<=117/320,3053/5120<=pL<=1527/2560, 	Unknown
467/1280<=pK<=1869/5120,1527/2560<=pL<=611/1024, 	Unknown
1869/5120<=pK<=187/512,1527/2560<=pL<=611/1024, 	Unknown
467/1280<=pK<=1869/5120,611/1024<=pL<=191/320, 	Unknown
1869/5120<=pK<=187/512,611/1024<=pL<=191/320, 	Unknown
937/2560<=pK<=375/1024,1521/2560<=pL<=3043/5120, 	Unknown
375/1024<=pK<=469/1280,1521/2560<=pL<=3043/5120, 	Unknown
937/2560<=pK<=375/1024,3043/5120<=pL<=761/1280, 	Unknown
375/1024<=pK<=469/1280,3043/5120<=pL<=761/1280, 	Unknown
469/1280<=pK<=1877/5120,19/32<=pL<=3041/5120, 	Unknown
1877/5120<=pK<=939/2560,19/32<=pL<=3041/5120, 	Unknown
469/1280<=pK<=1877/5120,3041/5120<=pL<=1521/2560, 	Unknown
1877/5120<=pK<=939/2560,3041/5120<=pL<=1521/2560, 	Unknown
469/1280<=pK<=1877/5120,1521/2560<=pL<=3043/5120, 	Unknown
1877/5120<=pK<=939/2560,1521/2560<=pL<=3043/5120, 	Unknown
469/1280<=pK<=1877/5120,3043/5120<=pL<=761/1280, 	Unknown
1877/5120<=pK<=939/2560,3043/5120<=pL<=761/1280, 	Unknown
937/2560<=pK<=375/1024,761/1280<=pL<=609/1024, 	Unknown
375/1024<=pK<=469/1280,761/1280<=pL<=609/1024, 	Unknown
937/2560<=pK<=375/1024,609/1024<=pL<=1523/2560, 	Unknown
375/1024<=pK<=469/1280,609/1024<=pL<=1523/2560, 	Unknown
117/320<=pK<=1873/5120,1523/2560<=pL<=3047/5120, 	Unknown
1873/5120<=pK<=937/2560,1523/2560<=pL<=3047/5120, 	Unknown
117/320<=pK<=1873/5120,3047/5120<=pL<=381/640, 	Unknown
1873/5120<=pK<=937/2560,3047/5120<=pL<=381/640, 	Unknown
937/2560<=pK<=375/1024,1523/2560<=pL<=3047/5120, 	Unknown
375/1024<=pK<=469/1280,1523/2560<=pL<=3047/5120, 	Unknown
937/2560<=pK<=375/1024,3047/5120<=pL<=381/640, 	Unknown
375/1024<=pK<=469/1280,3047/5120<=pL<=381/640, 	Unknown
117/320<=pK<=1873/5120,381/640<=pL<=3049/5120, 	Unknown
1873/5120<=pK<=937/2560,381/640<=pL<=3049/5120, 	Unknown
117/320<=pK<=1873/5120,3049/5120<=pL<=305/512, 	Unknown
1873/5120<=pK<=937/2560,3049/5120<=pL<=305/512, 	Unknown
931/2560<=pK<=1863/5120,1531/2560<=pL<=3063/5120, 	Unknown
1863/5120<=pK<=233/640,1531/2560<=pL<=3063/5120, 	Unknown
931/2560<=pK<=1863/5120,3063/5120<=pL<=383/640, 	Unknown
1863/5120<=pK<=233/640,3063/5120<=pL<=383/640, 	Unknown
933/2560<=pK<=1867/5120,191/320<=pL<=3057/5120, 	Unknown
1867/5120<=pK<=467/1280,191/320<=pL<=3057/5120, 	Unknown
933/2560<=pK<=1867/5120,3057/5120<=pL<=1529/2560, 	Unknown
1867/5120<=pK<=467/1280,3057/5120<=pL<=1529/2560, 	Unknown
233/640<=pK<=373/1024,1529/2560<=pL<=3059/5120, 	Unknown
373/1024<=pK<=933/2560,1529/2560<=pL<=3059/5120, 	Unknown
233/640<=pK<=373/1024,3059/5120<=pL<=153/256, 	Unknown
373/1024<=pK<=933/2560,3059/5120<=pL<=153/256, 	Unknown
933/2560<=pK<=1867/5120,1529/2560<=pL<=3059/5120, 	Unknown
1867/5120<=pK<=467/1280,1529/2560<=pL<=3059/5120, 	Unknown
933/2560<=pK<=1867/5120,3059/5120<=pL<=153/256, 	Unknown
1867/5120<=pK<=467/1280,3059/5120<=pL<=153/256, 	Unknown
233/640<=pK<=373/1024,153/256<=pL<=3061/5120, 	Unknown
373/1024<=pK<=933/2560,153/256<=pL<=3061/5120, 	Unknown
233/640<=pK<=373/1024,3061/5120<=pL<=1531/2560, 	Unknown
373/1024<=pK<=933/2560,3061/5120<=pL<=1531/2560, 	Unknown
233/640<=pK<=373/1024,1531/2560<=pL<=3063/5120, 	Unknown
373/1024<=pK<=933/2560,1531/2560<=pL<=3063/5120, 	Unknown
233/640<=pK<=373/1024,3063/5120<=pL<=383/640, 	Unknown
373/1024<=pK<=933/2560,3063/5120<=pL<=383/640, 	Unknown
93/256<=pK<=1861/5120,383/640<=pL<=613/1024, 	Unknown
1861/5120<=pK<=931/2560,383/640<=pL<=613/1024, 	Unknown
93/256<=pK<=1861/5120,613/1024<=pL<=1533/2560, 	Unknown
1861/5120<=pK<=931/2560,613/1024<=pL<=1533/2560, 	Unknown
931/2560<=pK<=1863/5120,383/640<=pL<=613/1024, 	Unknown
1863/5120<=pK<=233/640,383/640<=pL<=613/1024, 	Unknown
931/2560<=pK<=1863/5120,613/1024<=pL<=1533/2560, 	Unknown
1863/5120<=pK<=233/640,613/1024<=pL<=1533/2560, 	Unknown
93/256<=pK<=1861/5120,1533/2560<=pL<=3067/5120, 	Unknown
1861/5120<=pK<=931/2560,1533/2560<=pL<=3067/5120, 	Unknown
93/256<=pK<=1861/5120,3067/5120<=pL<=767/1280, 	Unknown
1861/5120<=pK<=931/2560,3067/5120<=pL<=767/1280, 	Unknown
929/2560<=pK<=1859/5120,767/1280<=pL<=3069/5120, 	Unknown
1859/5120<=pK<=93/256,767/1280<=pL<=3069/5120, 	Unknown
929/2560<=pK<=1859/5120,3069/5120<=pL<=307/512, 	Unknown
1859/5120<=pK<=93/256,3069/5120<=pL<=307/512, 	Unknown
929/2560<=pK<=1859/5120,307/512<=pL<=3071/5120, 	Unknown
1859/5120<=pK<=93/256,307/512<=pL<=3071/5120, 	Unknown
929/2560<=pK<=1859/5120,3071/5120<=pL<=3/5, 	Unknown
1859/5120<=pK<=93/256,3071/5120<=pL<=3/5, 	Unknown
93/256<=pK<=1861/5120,767/1280<=pL<=3069/5120, 	Unknown
1861/5120<=pK<=931/2560,767/1280<=pL<=3069/5120, 	Unknown
